Dim,S0,Basis,Degree,Mean Price,Std Dev,Avg Time (s)
25,100,Laguerre,3,2.9193101467564064,0.02151555949974553,0.21393663000199012
25,100,Hermite,2,2.9067933313254866,0.021987762382714736,0.2061405900050886
25,100,Hermite,3,2.9193101467564064,0.02151555949974553,0.27973640999698546
25,100,Legendre,2,2.9067933313254866,0.021987762382714736,0.1837934600014705
25,100,Legendre,3,2.9193101467564064,0.02151555949974553,0.20324920000566635
25,100,Chebyshev,2,2.9067933313254866,0.021987762382714736,0.16779433000774588
25,100,Chebyshev,3,2.9193101467564064,0.02151555949974553,0.1882733000034932
25,110,Monomial,2,0.427404042169454,0.010462288991634365,0.09262831000087317
25,110,Monomial,3,0.4290506455543551,0.010232475234133695,0.09755223999673035
25,110,Laguerre,2,0.427404042169454,0.010462288991634365,0.10699228999437764
