algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,alpha,k,weights,step_param1,step_param2,step_param3,step_param4,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
RFQI,BlackScholes,Call,0.05,0.2,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.536015286999088,1.607452154159546,0.10830140113830566,1.4991507530212402,,,,,,central,,0.7852399999999999

RFQI,BlackScholes,Call,0.05,0.2,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,10.811878216835208,1.7614223957061768,0.1163938045501709,1.6450285911560059,,,,,,central,,0.9984799999999999

RFQI,BlackScholes,Call,0.05,0.2,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,10.608076882209565,1.6683685779571533,0.1076962947845459,1.5606722831726074,,,,,,central,,0.9965200000000001

RFQI,BlackScholes,Call,0.05,0.2,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,9.539755473565249,1.8119394779205322,0.12901687622070312,1.682922601699829,,,,,,central,,0.9041799999999999

RFQI,BlackScholes,Call,0.05,0.2,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,7.495256799305695,1.8287394046783447,0.11358284950256348,1.7151565551757812,,,,,,central,,0.64228

RFQI,BlackScholes,Call,0.05,0.4,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,18.03394201506574,2.0039141178131104,0.13881373405456543,1.865100383758545,,,,,,central,,0.9958600000000001

RFQI,BlackScholes,Call,0.05,0.4,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,17.099808284464636,1.9609220027923584,0.13765835762023926,1.8232636451721191,,,,,,central,,0.96788

RFQI,BlackScholes,Call,0.05,0.4,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,18.35296491787166,1.8853037357330322,0.14248299598693848,1.7428207397460938,,,,,,central,,0.9967600000000002

RFQI,BlackScholes,Call,0.05,0.4,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,17.58614489619461,1.9572970867156982,0.17459702491760254,1.7827000617980957,,,,,,central,,0.9926200000000001

RFQI,BlackScholes,Call,0.05,0.4,0.01,2,-0.3,0.75,10,5000,10,100,100,0.0,100000,1,1,0.95,2,,-1,1,-1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,17.202457170334238,1.928924322128296,0.1499767303466797,1.7789475917816162,,,,,,central,,0.9989599999999998

