algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,k,notional,leverage,barrier_stop_loss,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8728223044319825,0.47104930877685547,0.112213134765625,0.35883617401123047,,,,,,central,,0.41098500000000004

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8604902446683265,0.45780134201049805,0.12254810333251953,0.3352532386779785,,,,,,central,,0.408535

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.876869480143953,0.34448909759521484,0.09915709495544434,0.2453320026397705,,,,,,central,,0.40551

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.9245590051502677,0.2772955894470215,0.09701108932495117,0.1802845001220703,,,,,,central,,0.40744

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.755155910786731,0.4742417335510254,0.11053228378295898,0.3637094497680664,,,,,,central,,0.401565

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.9362753620199005,0.5746216773986816,0.20414042472839355,0.3704812526702881,,,,,,central,,0.408655

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8182532269309006,0.5792057514190674,0.2130591869354248,0.3661465644836426,,,,,,central,,0.4120500000000001

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.859717928378544,0.588324785232544,0.1326618194580078,0.45566296577453613,,,,,,central,,0.39223

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.921325479424436,0.6145877838134766,0.19184327125549316,0.4227445125579834,,,,,,central,,0.41311499999999995

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.878215083278575,0.6397256851196289,0.21863031387329102,0.4210953712463379,,,,,,central,,0.406275

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.877750575059321,0.5731182098388672,0.20727014541625977,0.3658480644226074,,,,,,central,,0.41320500000000004

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.840341280725692,0.6834192276000977,0.2183837890625,0.46503543853759766,,,,,,central,,0.40649

SRLSM,BlackScholes,DownAndOutBasketPut,0.02,0.2,0.01,2,-0.3,0.75,3,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.863309662057216,0.5925211906433105,0.19741415977478027,0.3951070308685303,,,,,,central,,0.39548500000000003

