algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.90618807330458,4.844886779785156,0.5643463134765625,4.280540466308594,,,,,,central,

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.93356357539098,5.296020030975342,0.57448410987854,4.721535921096802,,,,,,central,

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.1186607797671,5.331660747528076,0.6408336162567139,4.690827131271362,,,,,,central,

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.91836291485404,5.384090185165405,0.6024978160858154,4.78159236907959,,,,,,central,

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.70899717905862,5.335514068603516,0.6204383373260498,4.715075731277466,,,,,,central,

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,5.319582462310791,0.5959038734436035,4.7236785888671875,,,,,,central,

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,5.379258871078491,0.5912363529205322,4.788022518157959,,,,,,central,

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0007684962029320234,5.411153078079224,0.6172566413879395,4.793896436691284,,,,,,central,

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0002554668466660899,5.3658363819122314,0.6359779834747314,4.7298583984375,,,,,,central,

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.00037419291300196626,5.511117935180664,0.741619348526001,4.769498586654663,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.00010410186829659143,5.384623050689697,0.69496750831604,4.689655542373657,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.00019747795692830064,5.411902904510498,0.7324740886688232,4.679428815841675,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,5.408803939819336,0.6901965141296387,4.718607425689697,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,5.416258811950684,0.6831538677215576,4.733104944229126,,,,,,central,

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0001010491651520896,5.506570100784302,0.715153694152832,4.79141640663147,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.418027809443686,5.322518348693848,0.7315971851348877,4.59092116355896,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.184410424883385,5.234359502792358,0.6397442817687988,4.59461522102356,,,,,,central,

