algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.742451697828842,0.22795629501342773,0.08265376091003418,0.14530253410339355,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.8101009779286814,0.1788184642791748,0.07509636878967285,0.10372209548950195,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.87636091058644,0.21464800834655762,0.0791468620300293,0.13550114631652832,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.944571948866805,0.19122838973999023,0.07993268966674805,0.11129570007324219,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.8062105924373495,0.2542109489440918,0.08734726905822754,0.16686367988586426,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.718351499757716,0.3299403190612793,0.09134292602539062,0.23859739303588867,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.97211095780633,0.4364180564880371,0.17939066886901855,0.25702738761901855,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.018599642435298,0.33441948890686035,0.0960853099822998,0.23833417892456055,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.064820006819385,0.404005765914917,0.19043636322021484,0.21356940269470215,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.6460382627694035,0.35593128204345703,0.1157236099243164,0.24020767211914062,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.2154320345647283,0.649653434753418,0.3270692825317383,0.3225841522216797,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.2696029683688708,0.6303272247314453,0.2868924140930176,0.34343481063842773,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1423988509438967,0.6534802913665771,0.28670763969421387,0.3667726516723633,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.0256892043850923,0.60617995262146,0.2806096076965332,0.32557034492492676,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1892835269655953,0.634253740310669,0.30476951599121094,0.329484224319458,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.2230339823455436,0.5734653472900391,0.27208876609802246,0.3013765811920166,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.9833306503338703,0.641122579574585,0.2528207302093506,0.3883018493652344,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.0557821059817303,0.5456609725952148,0.25369739532470703,0.2919635772705078,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1480410604981777,0.5638208389282227,0.24853062629699707,0.3152902126312256,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.2036050648630794,0.5470499992370605,0.25357913970947266,0.2934708595275879,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.74235696093764,4.666153192520142,0.11609935760498047,4.550053834915161,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.534081168497516,4.6631598472595215,0.13408255577087402,4.5290772914886475,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.463715555472696,4.470623970031738,0.1400318145751953,4.330592155456543,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.599784939296027,5.432546854019165,0.10231995582580566,5.330226898193359,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.646256914328117,4.769402027130127,0.1666109561920166,4.60279107093811,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.572173432347898,4.552210092544556,0.15792369842529297,4.394286394119263,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.690747543816818,5.488872766494751,0.15025782585144043,5.3386149406433105,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.481293598281033,4.8203370571136475,0.13105511665344238,4.689281940460205,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.645179015920326,4.8328163623809814,0.14862060546875,4.6841957569122314,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,5,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,4.548828596501549,4.807601690292358,0.1509561538696289,4.6566455364227295,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,1.6818110284494563,4.94356632232666,0.33019208908081055,4.61337423324585,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.4955440363124843,5.132244825363159,0.3328673839569092,4.79937744140625,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.121136927554113,5.59480619430542,0.31806087493896484,5.276745319366455,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.480422897444335,5.623558521270752,0.32355403900146484,5.300004482269287,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,1.7584492121923883,5.079749345779419,0.3364906311035156,4.743258714675903,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.5594256640750035,2.5250985622406006,0.3599064350128174,2.165192127227783,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.640724534185656,2.5000834465026855,0.39177632331848145,2.108307123184204,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.591533306257781,2.343759059906006,0.3327171802520752,2.0110418796539307,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.6561650589010024,2.3154897689819336,0.32785892486572266,1.987630844116211,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,10,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.6723546676350947,2.1615335941314697,0.32064390182495117,1.8408896923065186,,,,,,central,,

