algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.7272302524444467,0.6611950397491455,0.21340155601501465,0.44779348373413086,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8749488356618595,0.592371940612793,0.20178890228271484,0.3905830383300781,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.881188240653785,0.4703207015991211,0.1863551139831543,0.2839655876159668,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.7537774121111034,0.7503812313079834,0.2636895179748535,0.4866917133331299,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8027483515985465,0.827582597732544,0.3043985366821289,0.523184061050415,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.7300057258017536,0.9967868328094482,0.4159998893737793,0.580786943435669,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.9104033627477004,1.0044941902160645,0.42396974563598633,0.5805244445800781,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.796793163658493,0.9476308822631836,0.39250636100769043,0.5551245212554932,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.724823307497587,0.9132230281829834,0.37619590759277344,0.53702712059021,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.7859143666226047,1.0876033306121826,0.4498751163482666,0.637728214263916,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.075322815887832,3.2075796127319336,1.7835087776184082,1.4240708351135254,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.034597728990366,3.1729483604431152,1.8590178489685059,1.3139305114746094,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,1.9994767037135697,3.1514103412628174,1.8185954093933105,1.3328149318695068,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.030248169433781,2.991569757461548,1.6347053050994873,1.3568644523620605,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.007548848207314,3.0886802673339844,1.7110564708709717,1.3776237964630127,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,1.9909187759236935,2.927656412124634,1.653332233428955,1.2743241786956787,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,1.9944031168009815,3.1149659156799316,1.788313627243042,1.3266522884368896,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.00894408716891,2.9426229000091553,1.7406337261199951,1.2019891738891602,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.0545827590189027,3.016126871109009,1.8026394844055176,1.2134873867034912,,,,,,central,,

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.042857446067887,3.0252888202667236,1.7101874351501465,1.3151013851165771,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.054775113740365,5.151658058166504,0.6206457614898682,4.531012296676636,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,1.5163864953286341,5.204470157623291,0.5849573612213135,4.6195127964019775,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1606440610315496,5.068068504333496,0.5463886260986328,4.521679878234863,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.190975273485947,5.2583277225494385,0.6208860874176025,4.637441635131836,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.242653150652723,5.1792213916778564,0.584714412689209,4.5945069789886475,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1582322899893267,5.310116767883301,0.3600313663482666,4.950085401535034,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1721339100704076,5.330869674682617,0.37143611907958984,4.959433555603027,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1544850592014724,5.219304084777832,0.46884918212890625,4.750454902648926,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.227304753659507,5.325889825820923,0.4579894542694092,4.867900371551514,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.247494322959095,5.250829458236694,0.48163723945617676,4.769192218780518,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.3589419030077425,6.40027379989624,1.5503513813018799,4.84992241859436,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.3640436695965272,6.466322183609009,1.689103126525879,4.77721905708313,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.3706768594433436,6.63135838508606,1.7556843757629395,4.87567400932312,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.3582475225071686,6.473756313323975,1.8141226768493652,4.659633636474609,,,,,,central,,

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.3751649806228845,6.403759717941284,1.760230302810669,4.643529415130615,,,,,,central,,

