algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.48555172088739,6.70466160774231,0.030240535736083984,6.674421072006226,,,,,,central,,0.82925

SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.395829237623632,6.739864110946655,0.0357513427734375,6.704112768173218,,,,,,central,,0.8276333333333334

SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.52888878098102,6.985066652297974,0.02668285369873047,6.958383798599243,,,,,,central,,0.8041333333333334

SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,7.932313623762393,7.1057209968566895,0.032471656799316406,7.073249340057373,,,,,,central,,0.8903416666666666

SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.563169896986128,6.332882642745972,0.030255556106567383,6.302627086639404,,,,,,central,,0.8175916666666667

SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.49539863905223,7.142195463180542,0.031113386154174805,7.111082077026367,,,,,,central,,0.8221

SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.308573862826181,6.9754345417022705,0.03504753112792969,6.940387010574341,,,,,,central,,0.8298916666666668

SRFQI,BlackScholes,DoubleKnockOutLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,6,100,100,0.0,1,110,90,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,8.513645937818406,6.407500743865967,0.0325322151184082,6.374968528747559,,,,,,central,,0.8125166666666666

