algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.7058660565245196,0.6869857311248779,0.25678300857543945,0.4302027225494385,,,,,,central,,0.6669

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.6361238840129815,0.6022717952728271,0.23530817031860352,0.36696362495422363,,,,,,central,,0.6548666666666666

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8136011309488405,0.8836987018585205,0.3679816722869873,0.5157170295715332,,,,,,central,,0.693788888888889

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8197607454773506,0.880847692489624,0.41663193702697754,0.4642157554626465,,,,,,central,,0.6862777777777778

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.8317664666965885,0.9400308132171631,0.42856454849243164,0.5114662647247314,,,,,,central,,0.7083

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.7390715839886477,0.9087800979614258,0.4159083366394043,0.4928717613220215,,,,,,central,,0.6571777777777779

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.847928488200105,0.9908542633056641,0.4237074851989746,0.5671467781066895,,,,,,central,,0.6905222222222223

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.838293188867864,0.9848828315734863,0.43045997619628906,0.5544228553771973,,,,,,central,,0.6769777777777778

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.9094765012893604,1.0575673580169678,0.45415377616882324,0.6034135818481445,,,,,,central,,0.6877222222222222

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.913049425222073,1.0322844982147217,0.4348258972167969,0.5974586009979248,,,,,,central,,0.7167

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.004675306767116,2.8559556007385254,1.49190354347229,1.3640520572662354,,,,,,central,,0.7410333333333334

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.006023304066556,2.8016557693481445,1.4633369445800781,1.3383188247680664,,,,,,central,,0.7368444444444445

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.0261512624561306,2.836087942123413,1.491478681564331,1.344609260559082,,,,,,central,,0.7483777777777778

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.0445177584374346,2.8631279468536377,1.5315203666687012,1.3316075801849365,,,,,,central,,0.7553333333333334

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.09122193008349,2.8765621185302734,1.4894275665283203,1.3871345520019531,,,,,,central,,0.7524444444444445

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,1.9603229426860527,2.703562021255493,1.4551477432250977,1.2484142780303955,,,,,,central,,0.7462666666666667

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.018386547437596,2.7705776691436768,1.55501389503479,1.2155637741088867,,,,,,central,,0.7530333333333334

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.020112749463061,2.77162766456604,1.5194497108459473,1.2521779537200928,,,,,,central,,0.7420777777777777

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.006356301635948,2.737718105316162,1.493736743927002,1.2439813613891602,,,,,,central,,0.7439666666666667

SRLSM,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.0070187614596064,2.7569692134857178,1.5297951698303223,1.2271740436553955,,,,,,central,,0.7461444444444445

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1047388501289044,4.9665257930755615,0.4733467102050781,4.493179082870483,,,,,,central,,0.9994

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1917284259740017,4.936326265335083,0.5248799324035645,4.4114463329315186,,,,,,central,,0.9992555555555555

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.2034388515569234,5.058871030807495,0.5340960025787354,4.52477502822876,,,,,,central,,0.9988222222222223

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.00704859140845,4.857013940811157,0.4783949851989746,4.378618955612183,,,,,,central,,0.9333333333333332

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.265096392137569,4.908440589904785,0.47563886642456055,4.432801723480225,,,,,,central,,0.9994333333333332

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.2257697236248597,5.194377422332764,0.42856454849243164,4.765812873840332,,,,,,central,,0.9998333333333334

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.132374192695209,5.17453408241272,0.42742228507995605,4.747111797332764,,,,,,central,,0.9999444444444445

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.1774000433546346,5.2822723388671875,0.4668447971343994,4.815427541732788,,,,,,central,,0.998188888888889

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.19510811983504,5.343971252441406,0.49781298637390137,4.846158266067505,,,,,,central,,0.9991777777777777

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,3.2749166715516598,5.330824375152588,0.4657778739929199,4.865046501159668,,,,,,central,,0.9999111111111111

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.363628871015952,6.650985240936279,1.6851613521575928,4.9658238887786865,,,,,,central,,0.9948666666666668

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.422737939124253,6.447807788848877,1.6140179634094238,4.833789825439453,,,,,,central,,0.9969888888888887

SRFQI,BlackScholes,DoubleBarrierBasketCall,0.02,0.2,0.01,2,-0.3,0.75,50,10000,9,100,100,0.0,1,10000,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,2.4133234408902338,6.305264711380005,1.6459527015686035,4.659312009811401,,,,,,central,,0.9941222222222222

