algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,k,notional,leverage,barrier_stop_loss,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.15400266647338867,0.028972148895263672,0.125030517578125,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.1792919635772705,0.047049760818481445,0.13224220275878906,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.16398119926452637,0.03196239471435547,0.1320188045501709,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.1863265037536621,0.04597210884094238,0.14035439491271973,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.18423891067504883,0.04004478454589844,0.1441941261291504,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.18423819541931152,0.0488584041595459,0.13537979125976562,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.17548727989196777,0.045287370681762695,0.13019990921020508,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.17534518241882324,0.05127835273742676,0.12406682968139648,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.29602718353271484,0.05083441734313965,0.2451927661895752,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,UpAndOutCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.34120941162109375,0.08044934272766113,0.2607600688934326,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.37648820877075195,0.08293676376342773,0.2935514450073242,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.3767392635345459,0.09089827537536621,0.2858409881591797,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.2050924301147461,0.0381314754486084,0.1669609546661377,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.36466407775878906,0.08867073059082031,0.27599334716796875,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.36339902877807617,0.07326030731201172,0.29013872146606445,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.24126744270324707,0.039487600326538086,0.20177984237670898,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.28578710556030273,0.05072665214538574,0.235060453414917,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.26271724700927734,0.044052839279174805,0.21866440773010254,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.3659672737121582,0.06983041763305664,0.29613685607910156,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,GameStepBarrierCall,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.32440638542175293,0.05678200721740723,0.2676243782043457,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.3662869930267334,0.0633845329284668,0.3029024600982666,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.3795452117919922,0.06606602668762207,0.3134791851043701,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.38248753547668457,0.08733963966369629,0.2951478958129883,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.3747279644012451,0.08484077453613281,0.2898871898651123,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.35967326164245605,0.09455418586730957,0.2651190757751465,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.29615092277526855,0.06465625762939453,0.23149466514587402,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.29961609840393066,0.07823395729064941,0.22138214111328125,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.2886197566986084,0.06992912292480469,0.2186906337738037,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.2304375171661377,0.06901836395263672,0.16141915321350098,,,,,,central,,0.9000000000000001

SRLSM,BlackScholes,DoubleBarrierLookbackFloatingPut,0.02,0.2,0.01,2,-0.3,0.75,1,20000,10,100,100,0.0,1,1,1,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,0.0,0.21138381958007812,0.06250405311584473,0.1488797664642334,,,,,,central,,0.9000000000000001

