algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.54622345396232,5.055284738540649,0.43950939178466797,4.6157753467559814,,,,,,central,,0.9988

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.33460186036204,4.706999778747559,0.5316026210784912,4.175397157669067,,,,,,central,,0.9989

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.41081446151578,4.685553550720215,0.48496150970458984,4.200592041015625,,,,,,central,,0.997925

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.68231882859315,4.96028995513916,0.4955573081970215,4.464732646942139,,,,,,central,,0.9981375

RFQI,BlackScholes,MaxCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,41.40846319042442,4.595174074172974,0.5149078369140625,4.080266237258911,,,,,,central,,0.997725

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,4.743297815322876,0.542853593826294,4.200444221496582,,,,,,central,,1.0

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,4.775273084640503,0.5251519680023193,4.250121116638184,,,,,,central,,1.0

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,5.052589708421876e-05,5.0274412631988525,0.549879789352417,4.4775614738464355,,,,,,central,,0.999975

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0002039744418540901,4.967618465423584,0.4983830451965332,4.469235420227051,,,,,,central,,0.9999875

RFQI,BlackScholes,MaxPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,4.886988401412964,0.509042501449585,4.377945899963379,,,,,,central,,0.99995

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,4.934148073196411,0.5570518970489502,4.377096176147461,,,,,,central,,1.0

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.00029036335532371725,4.964231491088867,0.5989701747894287,4.3652613162994385,,,,,,central,,0.999875

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,5.049113750457764,0.4975442886352539,4.55156946182251,,,,,,central,,1.0

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,0.0,4.6067821979522705,0.5451624393463135,4.061619758605957,,,,,,central,,1.0

RFQI,BlackScholes,MinCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,5.850913911876694e-05,4.563070774078369,0.5281834602355957,4.034887313842773,,,,,,central,,0.9998875

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.193444849738327,4.578824758529663,0.3471527099609375,4.231672048568726,,,,,,central,,0.9875375

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.198434163710708,4.554661989212036,0.39580202102661133,4.158859968185425,,,,,,central,,0.98645

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.120288939938582,4.456180572509766,0.3120861053466797,4.144094467163086,,,,,,central,,0.9928375

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.311761369775667,4.638793706893921,0.3514080047607422,4.287385702133179,,,,,,central,,0.992475

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.45319807260143,4.639424800872803,0.41977763175964355,4.219647169113159,,,,,,central,,0.99735

RFQI,BlackScholes,BasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,2.87439094674027,4.509487152099609,0.43083786964416504,4.078649282455444,,,,,,central,,0.8846

RFQI,BlackScholes,BasketCall,0.02,0.2,0.01,2,-0.3,0.75,15,10000,8,100,100,0.0,1,1,1,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,3.2624220155266435,4.832781553268433,0.42612409591674805,4.406657457351685,,,,,,central,,0.9996

