algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,k,notional,leverage,barrier_stop_loss,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,10.021732749999101,3.8913779258728027,1.1177306175231934,2.7736473083496094,,,,,,central,,0.9314394230769231

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,10.070281161904417,3.8068249225616455,1.135239839553833,2.6715850830078125,,,,,,central,,0.9376317307692309

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,9.962425224231522,3.8799843788146973,1.1666123867034912,2.713371992111206,,,,,,central,,0.9289173076923078

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,10.097966459401187,3.8377702236175537,1.2054634094238281,2.6323068141937256,,,,,,central,,0.9265086538461539

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,9.930182548163472,3.860482931137085,1.164588212966919,2.695894718170166,,,,,,central,,0.9270951923076922

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,9.95704926454971,3.8559160232543945,1.1861813068389893,2.6697347164154053,,,,,,central,,0.9247269230769231

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,9.800496440662444,3.892312526702881,1.1638450622558594,2.7284674644470215,,,,,,central,,0.9184182692307693

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,10.131960844466544,3.8811569213867188,1.2073979377746582,2.6737589836120605,,,,,,central,,0.9331653846153846

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,9.92760370056108,3.8946480751037598,1.2235333919525146,2.671114683151245,,,,,,central,,0.937385576923077

RLSM,BlackScholes,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,10.064220710744067,3.851609706878662,1.1413755416870117,2.7102341651916504,,,,,,central,,0.9274769230769231

RLSM,RealData,MaxCall,0.05,0.2,0.01,2,-0.3,0.75,3,20000,52,100,100,0.0,1,1,1,2,1.0,2.0,0.9,0.25,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,6.896584819581863,6.981065273284912,5.5888683795928955,1.3921968936920166,,,,,,central,,0.8887875

