algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,barriers_up,barriers_down,k,notional,leverage,barrier_stop_loss,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound,exercise_time
SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.66376195744994,0.7923035621643066,0.25272631645202637,0.5395772457122803,,,,,,central,,0.27871500000000005

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.58480990587695,0.7871782779693604,0.2492063045501709,0.5379719734191895,,,,,,central,,0.27839

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.73088076635414,0.9480812549591064,0.3042726516723633,0.6438086032867432,,,,,,central,,0.28042

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.628395805109369,0.9925258159637451,0.5054714679718018,0.48705434799194336,,,,,,central,,0.27221000000000006

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.644517282654213,0.9923112392425537,0.2982778549194336,0.6940333843231201,,,,,,central,,0.27710500000000005

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.600006710064864,0.9964685440063477,0.4956843852996826,0.500784158706665,,,,,,central,,0.272075

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.678404286571126,1.0647761821746826,0.46697282791137695,0.5978033542633057,,,,,,central,,0.26621000000000006

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.660980280921827,1.0111863613128662,0.5010125637054443,0.5101737976074219,,,,,,central,,0.27706000000000003

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.699713770796757,0.9465935230255127,0.35671019554138184,0.5898833274841309,,,,,,central,,0.27419000000000004

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,80,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.597520626790857,1.0688297748565674,0.45810437202453613,0.6107254028320312,,,,,,central,,0.27866500000000005

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.716910554453822,1.0334851741790771,0.5113351345062256,0.5221500396728516,,,,,,central,,0.27065

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.616892286414416,1.0665712356567383,0.4989755153656006,0.5675957202911377,,,,,,central,,0.27386000000000005

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.638578971436326,1.0571634769439697,0.49811768531799316,0.5590457916259766,,,,,,central,,0.27778

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.689492413384784,1.0935001373291016,0.5148293972015381,0.5786707401275635,,,,,,central,,0.277305

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.634997352663909,1.048112154006958,0.5133249759674072,0.5347871780395508,,,,,,central,,0.27681500000000003

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.65856310739732,0.9938194751739502,0.3659403324127197,0.6278791427612305,,,,,,central,,0.272775

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.617139283960542,1.0829784870147705,0.39922094345092773,0.6837575435638428,,,,,,central,,0.275845

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.712763142680478,0.9962356090545654,0.3569366931915283,0.6392989158630371,,,,,,central,,0.27388

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.612593465519423,0.9631705284118652,0.3438551425933838,0.6193153858184814,,,,,,central,,0.27394500000000005

SRLSM,BlackScholes,DoubleBarrierMaxCall,0.02,0.2,0.01,2,-0.3,0.75,7,20000,10,100,100,0.0,80,115,85,2,1.0,2.0,0.9,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,8.640448887050269,1.0211491584777832,0.3638160228729248,0.6573331356048584,,,,,,central,,0.27821

